algorithm,conv_kernel_size,dropout,filename,filters,inp_size,internal_size,l1_lambda,loss,lr,mode,model,num_gates,num_gnn,num_neighbours,out_size,pool_size,separate_sets,smoothing,split,trainer,trial_no,use_l1_reg,use_validation,use_weights
"euclidean","10","0.24832778076850898","MiceBL.csv","20","10346","100","0.0003196678899900427","24.90934181213379","0.002670782664398472","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1420","True","True","True"
"euclidean","10","0.2544251578247093","MiceBL.csv","20","10346","100","0.000867368020436672","0.9660682678222656","0.005796360259839097","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1474","True","True","True"
"euclidean","10","0.2323998515854221","MiceBL.csv","20","10346","100","0.00021581295992323399","2.1003808975219727","0.005779809631602837","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1542","True","True","True"
"euclidean","10","0.2438358266135312","MiceBL.csv","20","10346","100","0.0009139177687392289","37.94395065307617","0.0062656022167348014","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1623","True","True","True"
"euclidean","10","0.3004703952300797","MiceBL.csv","20","10346","100","0.00022566909244521675","3.672125816345215","0.003025355851686825","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1624","True","True","True"
"euclidean","10","0.20296464843296444","MiceBL.csv","20","10346","100","0.00012953390115696305","6.223076820373535","0.006069308002544702","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1708","True","True","True"
"euclidean","10","0.1959547532437289","MiceBL.csv","20","10346","100","0.00049555653701396","2.582228899002075","0.005564464248699164","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1720","True","True","True"
"euclidean","10","0.2982893426061038","MiceBL.csv","20","10346","100","0.00023449804975286971","0.34928014874458313","0.005803923950946181","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1737","True","True","True"
"euclidean","10","0.2994908671483257","MiceBL.csv","20","10346","100","0.0002574334637437848","1.964684009552002","0.003239399663008155","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1745","True","True","True"
"euclidean","10","0.29432727305365325","MiceBL.csv","20","10346","100","0.00025152068890342544","2.613909959793091","0.0048590803991306955","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1748","True","True","True"
"euclidean","10","0.28862743575187466","MiceBL.csv","20","10346","100","0.0005562599844206141","0.5779629349708557","0.0023915354185534577","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1804","True","True","True"
"euclidean","10","0.286351020641959","MiceBL.csv","20","10346","100","0.0008467153162796506","0.8604745268821716","0.0023699345196906245","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1823","True","True","True"
"euclidean","10","0.0012244493425582204","MiceBL.csv","20","10346","100","0.0007649631536642876","75.27617645263672","0.006113484675846036","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1951","True","True","True"
"euclidean","10","0.24187797971063735","MiceBL.csv","20","10346","100","0.000913729349496697","2.5655300617218018","0.006415972565876464","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1983","True","True","True"
"euclidean","10","0.22937613064366313","MiceBL.csv","20","10346","100","0.00036728988071156664","1.2713080644607544","0.004651683191944572","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1985","True","True","True"
"euclidean","10","0.2670911122348699","MiceBL.csv","20","10346","100","0.0008097088495095769","0.5556170344352722","0.003273421286898471","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1993","True","True","True"
"euclidean","10","0.24218707807239498","MiceBL.csv","20","10346","100","0.00021312829679503151","3.549501419067383","0.005817930823510105","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","2039","True","True","True"
"euclidean","10","0.263364897782568","MiceBL.csv","20","10346","100","0.0004555135941967874","0.6648548245429993","0.0024737957405752","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","2064","True","True","True"
"euclidean","10","0.28353467382035097","MiceBL.csv","20","10346","100","0.0005088802269308581","3.2415525913238525","0.002390444065705777","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","2073","True","True","True"
"euclidean","10","0.2906117418136445","MiceBL.csv","20","10346","100","0.0005347673490368044","1.006128191947937","0.002776385087201392","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","2075","True","True","True"
"euclidean","10","0.261494036895317","MiceBL.csv","20","10346","100","0.0005278510004591984","3.4684395790100098","0.0024330794323089177","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","2076","True","True","True"
"euclidean","10","0.264415864846739","MiceBL.csv","20","10346","100","0.0004746774288340026","2.4765939712524414","0.002264784259662583","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","2079","True","True","True"
"euclidean","10","0.29537602985413836","MiceBL.csv","20","10346","100","0.0004872163857363571","2.1509828567504883","0.0028286260958798022","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","2088","True","True","True"
"euclidean","10","0.25746022456207374","MiceBL.csv","20","10346","100","0.0004370041953294366","1.8009005784988403","0.0022233416606238774","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","2104","True","True","True"
"euclidean","10","0.2398099752858966","MiceBL.csv","20","10346","100","0.0008478384959524976","1.1126340627670288","0.0030436098347999888","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","2115","True","True","True"
"euclidean","10","0.26080926041007485","MiceBL.csv","20","10346","100","0.0008638885268041492","2.8461427688598633","0.006396482856711016","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","2155","True","True","True"
"euclidean","10","0.221739724106349","MiceBL.csv","20","10346","100","0.0008809480895851515","0.434553861618042","0.005497031920152065","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","2180","True","True","True"
"euclidean","10","0.19227459874314204","MiceBL.csv","20","10346","100","0.0008680887802864354","1.2700201272964478","0.0031238307440169468","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","2190","True","True","True"
"euclidean","10","0.22898624581609667","MiceBL.csv","20","10346","100","0.0008915081112287754","1.8521299362182617","0.002682858455204497","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","2193","True","True","True"
"euclidean","10","0.23900655197161455","MiceBL.csv","20","10346","100","0.0005655923531756478","1.0686205625534058","0.003580833736047966","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","2275","True","True","True"
"euclidean","10","0.3027168197985341","MiceBL.csv","20","10346","100","0.0005466159527755611","2.3482344150543213","0.00220083457404066","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","2347","True","True","True"
"euclidean","10","0.31461945977673855","MiceBL.csv","20","10346","100","0.0005677401980118711","5.822747230529785","0.00647227439850528","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","2373","True","True","True"
"euclidean","10","0.25933668149213396","MiceBL.csv","20","10346","100","0.0008738491874571103","4.072421550750732","0.006360702623948526","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","2409","True","True","True"
"euclidean","10","0.2605800579130153","MiceBL.csv","20","10346","100","0.0008741360584481266","10.227760314941406","0.005695497390448991","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","2436","True","True","True"
"euclidean","10","0.2226751977749229","MiceBL.csv","20","10346","100","0.0002154053061111853","2.6748135089874268","0.005686985379060693","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","2448","True","True","True"
"euclidean","10","0.23033161785881015","MiceBL.csv","20","10346","100","0.0008446530992872024","1.2312264442443848","0.008183910665488075","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","2457","True","True","True"
"euclidean","10","0.2485719148473952","MiceBL.csv","20","10346","100","0.0007678882085463995","0.5727047324180603","0.0035779844096118702","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","2473","True","True","True"
